	P2_A1	P2_A10	P2_A11	P2_A2	P2_A3	P2_A4	P2_A5	P2_A6	P2_A7	P2_A8	P2_A9	P2_B1	P2_B10	P2_B11	P2_B2	P2_B3	P2_B4	P2_B5	P2_B6	P2_B7	P2_B8	P2_B9	P2_C1	P2_C10	P2_C11	P2_C2	P2_C3	P2_C4	P2_C5	P2_C6	P2_C7	P2_C8	P2_C9	P2_D1	P2_D10	P2_D11	P2_D2	P2_D3	P2_D4	P2_D5	P2_D7	P2_D8	P2_D9	P3_A1	P3_A10	P3_A11	P3_A2	P3_A3	P3_A4	P3_A5	P3_A6	P3_A7	P3_A8	P3_A9	P3_B1	P3_B10	P3_B11	P3_B2	P3_B3	P3_B4	P3_B5	P3_B6	P3_B7	P3_B8	P3_B9	P3_C1	P3_C10	P3_C11	P3_C2	P3_C3	P3_C4	P3_C5	P3_C6	P3_C7	P3_C8	P3_C9	P3_D1	P3_D10	P3_D11	P3_D2	P3_D3	P3_D4	P3_D5	P3_D6	P3_D7	P3_D8	P3_D9	P4_A1	P4_A10	P4_A11	P4_A2	P4_A3	P4_A4	P4_A5	P4_A6	P4_A7	P4_A8	P4_A9	P4_B1	P4_B10	P4_B11	P4_B2	P4_B3	P4_B4	P4_B5	P4_B6	P4_B7	P4_B8	P4_B9	P4_C1	P4_C10	P4_C11	P4_C2	P4_C3	P4_C4	P4_C5	P4_C6	P4_C7	P4_C8	P4_C9	P4_D1	P4_D10	P4_D11	P4_D2	P4_D3	P4_D4	P4_D5	P4_D6	P4_D7	P4_D8	P4_D9	P5_A1	P5_A10	P5_A11	P5_A2	P5_A3	P5_A4	P5_A5	P5_A6	P5_A7	P5_A8	P5_A9	P5_B1	P5_B10	P5_B11	P5_B2	P5_B3	P5_B4	P5_B5	P5_B6	P5_B7	P5_B8	P5_B9	P5_C1	P5_C10	P5_C11	P5_C2	P5_C3	P5_C4	P5_C5	P5_C6	P5_C7	P5_C8	P5_C9	P5_D1	P5_D10	P5_D11	P5_D2	P5_D3	P5_D4	P5_D5	P5_D6	P5_D7	P5_D8	P5_D9
P3_A6	0.89888603171	0.940252514944	0.860933311048	0.917565472339	0.92230622764	0.84938478567	0.871532541013	0.940933506471	0.91915688784	0.841633025747	0.875177794481	0.919233060428	0.943521684097	0.915529265497	0.914840304633	0.916227400471	0.910476225099	0.903747488866	0.953314844824	0.944435544067	0.925313121843	0.924569186314	0.890248286683	0.85512897169	0.789562610148	0.913965528273	0.857800664774	0.867244017655	0.979105443428	0.852210050703	0.915138685429	0.919548279436	0.94686023423	0.980816531443	0.882477599007	0.877070424604	0.909535079345	0.955438063601	0.898058019582	0.932935921605	0.939945737527	0.857371778585	0.837955909524	0.821786651058	0.915785380232	0.878497820344	0.851994499137	0.775348104589	0.793999624183	0.847177840353	0.0	0.86329678734	0.840242670957	0.905496742851	0.811105699559	0.922808416199	0.82484621508	0.850285016267	0.811378671571	0.830607932599	0.822733358526	0.865504481822	0.883188916467	0.823081478865	0.929247119463	0.73236190798	0.835195147497	0.904521830967	0.800469202796	0.727922350737	0.902229831685	0.787913865281	0.85571011981	0.82586112341	0.791326608031	0.859260569291	0.878866765672	0.741978826786	0.806100678628	0.840475544259	0.791397130401	0.765773542213	0.933370742661	0.943435347477	0.870188574797	0.890872969284	0.825079632348	0.950166232796	0.901007688552	0.893619439678	0.95021462801	0.951132335063	0.832234073867	0.807536428125	0.755548964796	0.91109084765	0.915131464193	0.920051343469	0.942462416967	0.862906319065	0.87985666727	0.955601503679	0.901817679114	0.90402066745	0.924818567365	0.912297090284	0.92614813201	0.90961950809	0.884169704877	0.817122353331	0.86943600267	0.892581556984	0.824726584034	0.877909638987	0.871848755976	0.944944829419	0.931929221683	0.853888292612	0.824049855141	0.886346106866	0.821210266067	0.871482563274	0.878429991927	0.807473123509	0.918004828979	0.979697622885	0.968017271032	0.886726588852	0.952580095519	0.820850184602	0.927549838319	0.931673444509	0.842310374597	0.86186462543	0.957681777168	0.94465589161	0.87242095672	0.860753562048	0.86966443648	0.968736192174	0.950481591493	0.886197149629	0.921054175559	0.925650691074	0.913405619844	0.947871356673	0.936490543273	0.95622184644	0.917469324671	0.943024690157	0.955651008304	0.943277299975	0.936705144485	0.965291596374	0.863214626127	0.912259767627	0.927397083906	0.934057017953	0.807382052842	0.804351353738	0.766382084973	0.940846567656	0.964466245577	0.953398872483	0.891506305099	0.86180581122	0.933213882825	0.875776071848	0.82584877601	0.853815487708	0.908340793023	0.916684449061	0.884551758142	0.775057032324	0.869560685544
P3_A7	0.849826904605	0.94307055981	0.865935009681	0.858620108987	0.928050096378	0.862214348362	0.881107421065	0.830279784022	0.813164721663	0.793667258804	0.874047891887	0.807259281743	0.849834607719	0.834980460544	0.819061187054	0.820130821925	0.830606887529	0.873275146851	0.898684810208	0.890774745694	0.858276099863	0.827741498549	0.881444418892	0.871500555746	0.795112546307	0.904782120287	0.850654862492	0.861840217424	0.959298581705	0.854256582059	0.835965641151	0.796327892684	0.845249432569	0.969101532081	0.82877374012	0.911349331097	0.900877034255	0.916870526724	0.890574068729	0.853124114653	0.841179033465	0.870469921907	0.826728616779	0.801393772091	0.891735813139	0.83736354662	0.823880621421	0.816021836124	0.873725640488	0.935503711803	0.86329678734	0.0	0.77548411911	0.874267437397	0.703916493748	0.853539660335	0.894192360557	0.86875057808	0.861717701326	0.90255902564	0.826516573513	0.879900214196	0.898920619414	0.845420171173	0.861510933699	0.857609213352	0.936124272374	0.889218625536	0.905315081433	0.887924183277	0.877888791516	0.861922856408	0.905752553087	0.905350067867	0.85222068058	0.925293679061	0.858705907655	0.848625723275	0.914898634413	0.826063116791	0.872325479484	0.890732504497	0.795337843566	0.825834760021	0.789034248097	0.808196946955	0.936851124899	0.899241629743	0.860852668881	0.830469785816	0.912045848234	0.918596327272	0.821739052469	0.85269739451	0.828685327772	0.762734119864	0.743210332517	0.873280782776	0.818842020125	0.808787048455	0.812385759729	0.839223826236	0.75780713314	0.776106697976	0.836215168894	0.823105830439	0.7817184465	0.862847904651	0.852287907789	0.810857985659	0.809161174512	0.805036554984	0.857166710123	0.810995255922	0.960110594139	0.851149376912	0.834014159396	0.812187815312	0.86493134232	0.753974320238	0.829987498073	0.812011126575	0.804320221424	0.794709391299	0.844988335463	0.905593344133	0.85535442707	0.742456052619	0.888378429623	0.803610819279	0.828705877521	0.872217812353	0.871208993931	0.944628864073	0.934791658035	0.897279714369	0.878573225433	0.889350637821	0.863635276972	0.914655557804	0.855720576825	0.813352626545	0.826991559728	0.808150397253	0.81258820456	0.867949915809	0.83943992706	0.850531553158	0.788074265483	0.826863892628	0.844083991057	0.857663476631	0.842849882214	0.952034242483	0.888371620671	0.809121310054	0.881572066787	0.914359458866	0.818275296368	0.88671136903	0.90123770385	0.789793058441	0.898650029793	0.872911276442	0.849882121294	0.810497951494	0.920546002356	0.867120809672	0.891737752321	0.93145907267	0.820749241487	0.803735099266	0.906157326914	0.856858408124	0.822924803596
P3_A8	0.858712182567	0.947113568786	0.895716346376	0.856225903292	0.920260923168	0.881185490965	0.904733971471	0.874074230632	0.844507567374	0.87237325527	0.885046340727	0.867830306635	0.847904713287	0.809985456825	0.86654663752	0.809637741913	0.877613631441	0.855515143654	0.900660244238	0.895708078877	0.839533091251	0.810502051974	0.886910527045	0.788687933174	0.821010333669	0.904137640959	0.850609273889	0.897426234548	0.97508694637	0.876964896332	0.830034322128	0.82414798488	0.887527951033	0.981232382634	0.802894217321	0.895230128748	0.897974582392	0.942160466598	0.888095679451	0.889472125817	0.897047620544	0.881885615665	0.788800746969	0.855940746366	0.906087348579	0.840762849097	0.850328866565	0.839631957102	0.88751617733	0.849842458354	0.840242670957	0.77548411911	0.0	0.898809607828	0.686150750002	0.901633062274	0.813366496236	0.788716104313	0.767033508427	0.818170235198	0.693302707109	0.853430979694	0.849299143108	0.824248197013	0.902097657171	0.796009087935	0.862951698801	0.878811762468	0.829349605314	0.839094350619	0.894894882855	0.81943428602	0.829691712195	0.817898276277	0.694093001744	0.825222485477	0.87648272246	0.803309684352	0.84425723202	0.855786127298	0.804181709041	0.764337720727	0.870248822723	0.894677910188	0.81509377631	0.858905126099	0.884440708317	0.934435698825	0.886088801289	0.886018395615	0.942603326267	0.950496248507	0.834771599024	0.854273699518	0.806980468873	0.81500977481	0.826748016352	0.913759538651	0.899459137178	0.762058423981	0.810732259609	0.89936529386	0.860093586864	0.825495863737	0.86738953677	0.858536584848	0.868762029455	0.870388705392	0.83970317817	0.802054036463	0.834599025485	0.825770091027	0.882587349834	0.860433137808	0.916011737038	0.894709625222	0.88291910914	0.764606769071	0.7500902323	0.79664038086	0.806084661659	0.876057719555	0.873695376308	0.805487392908	0.861611526708	0.953659872105	0.920190467015	0.837463725789	0.934274820538	0.841649728609	0.88890292756	0.917015977164	0.856700138585	0.879634606865	0.949403917218	0.93014435765	0.85679138776	0.860877739515	0.889157709047	0.948817544787	0.884740228777	0.796533324698	0.89197260403	0.8409576491	0.87873967874	0.885377817062	0.867991799465	0.867445217743	0.827342220408	0.874038515062	0.898970113201	0.874748473253	0.885171190673	0.968556748817	0.824995298961	0.850910302192	0.919355135748	0.949394680313	0.816234610461	0.811600567604	0.863745909324	0.865661070548	0.939438010333	0.91495963239	0.87241825307	0.863035483375	0.914557919356	0.85366946558	0.842634729164	0.881216596158	0.883298656031	0.856607584376	0.844892713325	0.822071566209	0.88708694538
P3_A9	0.832065037949	0.849973967455	0.872665293836	0.837687684982	0.872670513401	0.874516996215	0.869978596042	0.859250312669	0.840603888204	0.806325532289	0.706247609518	0.860031671974	0.877999242444	0.857447926376	0.876222480096	0.849207264632	0.858554150383	0.892636441395	0.882125927688	0.882616122696	0.873635315746	0.866814306142	0.865589197395	0.900286721682	0.827580047123	0.892841456088	0.86476751405	0.868928873759	0.945452195256	0.840458882851	0.859507473553	0.860190742507	0.888546100316	0.948436920962	0.884204766226	0.895059332666	0.897180625226	0.917677515629	0.906105535679	0.901408934806	0.872085369495	0.861831168068	0.838940989178	0.805942188112	0.506610956615	0.821648610406	0.795293252699	0.824945244474	0.893228870967	0.947318206879	0.905496742851	0.874267437397	0.898809607828	0.0	0.848173518117	0.808635425722	0.911636428532	0.846106686276	0.883780670191	0.882713027955	0.915455010809	0.839866326315	0.856486900649	0.840741804368	0.837434704064	0.871472416472	0.954221610118	0.900190688986	0.927693519441	0.89450508356	0.801298619464	0.847250494404	0.925308242198	0.932856961667	0.896737445699	0.94399759133	0.770008192419	0.909278651018	0.947864788584	0.843402374227	0.887328467917	0.907385199887	0.906064758802	0.925918926226	0.813968881903	0.817338108902	0.95611617082	0.907361128304	0.845294111289	0.840634860776	0.910527746809	0.909775753314	0.849609170919	0.871985602826	0.857552777606	0.887295166386	0.850701609659	0.821276599163	0.870028628916	0.860118383431	0.877224644482	0.893920281854	0.874685491652	0.861009857299	0.882681663416	0.868750359933	0.878597389864	0.868366045921	0.873644155433	0.845596325247	0.862604166053	0.893365498123	0.869735956176	0.880272005364	0.975056896106	0.915424987446	0.896141739085	0.88146776546	0.902824515428	0.864090207221	0.850772282123	0.853013255489	0.884739748775	0.866265646621	0.885037539529	0.959319858259	0.918551087696	0.891606643431	0.912533263866	0.862097713938	0.882378390055	0.871961458141	0.875737877199	0.945443889614	0.920728456087	0.89272495796	0.884289616268	0.856921970338	0.84572505475	0.919498216859	0.900035444414	0.844288298672	0.883369477663	0.862017937542	0.821423453261	0.87723824395	0.865658822227	0.890636239941	0.847085269009	0.852537343116	0.885284124859	0.880171481887	0.839932635386	0.930512386132	0.907336667587	0.887927204602	0.874100470834	0.904769840647	0.882379791615	0.909255516003	0.902317961556	0.883891610351	0.901481354214	0.885505915581	0.844961709396	0.818515275207	0.921394595266	0.883756199098	0.925011474501	0.95567319771	0.850830094494	0.86475212498	0.925239536947	0.861606201739	0.845358013374
P3_B1	0.802797983898	0.931702357687	0.855229777129	0.825522157442	0.896469257673	0.844502814407	0.860730869092	0.860677538054	0.830173641008	0.812839867031	0.821452333771	0.840413271329	0.833582651515	0.793673629175	0.856704716268	0.801177274957	0.846739049876	0.837629466205	0.888727205159	0.878063407762	0.841076487833	0.812669363628	0.818026848252	0.797411565149	0.751106806266	0.854775065808	0.796160608156	0.824232602932	0.964297731294	0.806369162131	0.805887002408	0.795153084057	0.868670679352	0.973196462022	0.797067046726	0.840467725338	0.876462247118	0.918663761182	0.86644236554	0.876496043097	0.866128703106	0.798446139041	0.757378790753	0.755309793159	0.853005743605	0.794024501354	0.785571638744	0.733824061166	0.848994063437	0.875768467922	0.811105699559	0.703916493748	0.686150750002	0.848173518117	0.0	0.850445829378	0.809151208709	0.761130071854	0.742441528819	0.791133828679	0.674509755409	0.821642805104	0.839306726268	0.771350854939	0.862992244942	0.720530806247	0.889848527273	0.871266432962	0.835003908529	0.793218532254	0.839467384921	0.714776051001	0.84854445846	0.832931538394	0.755040979518	0.862402435507	0.808715863685	0.811550894358	0.885875338768	0.792995375682	0.772845688772	0.778581397545	0.830279129135	0.874932192175	0.744089851667	0.803569322013	0.900902579638	0.912487994174	0.843729910885	0.842748865881	0.92353811404	0.928430992419	0.743937225152	0.799172088589	0.741925493877	0.740123538018	0.742066779451	0.86596050751	0.838739180043	0.770944582948	0.791201736398	0.854146232243	0.79434774751	0.733066692832	0.801432683419	0.844883125444	0.822595094755	0.84786450724	0.814690919733	0.766373645663	0.786261336288	0.796107319325	0.828658736368	0.820035548714	0.924158676583	0.869911572754	0.832779616463	0.773743988822	0.790489691854	0.742211623579	0.765610008243	0.834588355029	0.833457440142	0.749500632219	0.820291865259	0.939116388169	0.88535948508	0.807435911139	0.907220396633	0.807329629306	0.825183015969	0.879919638878	0.820805959953	0.900587504319	0.930603374523	0.904563423493	0.809820043027	0.807414195538	0.824486130833	0.935917649586	0.881470933335	0.76960990096	0.860184847528	0.80527712034	0.826288695898	0.865856981727	0.844923044169	0.844945807869	0.784095796062	0.844149457818	0.873276331706	0.86085513816	0.849300931751	0.959716970277	0.808435890113	0.818631867942	0.886056994928	0.912830050904	0.758049585303	0.795097011725	0.831760769284	0.827659960294	0.926487548281	0.89493445449	0.80502527378	0.78441528691	0.910313550558	0.806228600194	0.829192930886	0.883006375534	0.837642821496	0.821837647525	0.845802435426	0.73305206814	0.825847862996
P3_B10	0.793699391447	0.880209386663	0.856689414997	0.773800888191	0.867012115125	0.879855221587	0.852011538268	0.808131110294	0.800908621938	0.759609960999	0.829739218219	0.768178404167	0.819787942529	0.812949153887	0.790511548126	0.812294406769	0.806306711269	0.879849621369	0.800349447962	0.838934445864	0.828831303135	0.825383242288	0.866198684384	0.894223963553	0.819315489624	0.879057050374	0.852079526537	0.865160078119	0.929753839949	0.831990831662	0.827544151006	0.810603661617	0.826454001976	0.938101110279	0.873933806167	0.900746112048	0.898176324191	0.891912018135	0.900685536635	0.860633180952	0.784669882471	0.860800139354	0.846507352295	0.816696736455	0.819627408053	0.818414708671	0.820276744376	0.842620485106	0.905263884178	0.954805422439	0.922808416199	0.853539660335	0.901633062274	0.808635425722	0.850445829378	0.0	0.895911690823	0.845190816258	0.869209978805	0.886632052751	0.91959791387	0.833783689464	0.860739499919	0.84777273275	0.596411369625	0.893417174837	0.965726604437	0.856258184999	0.944786979416	0.926091328254	0.800440772828	0.859336551857	0.925383458953	0.939214274784	0.900695153061	0.95348580568	0.802342561751	0.925493341263	0.961047726577	0.830373696897	0.899246539005	0.91701873996	0.886475091593	0.892436879435	0.730281865289	0.688973373128	0.965168467237	0.867119823142	0.808243042629	0.769501084103	0.865254777634	0.873010175025	0.832618140001	0.879874116736	0.867844792479	0.877019926183	0.835524266889	0.778778802382	0.850038242736	0.872241896192	0.858670808024	0.881348073968	0.869442817744	0.862593596349	0.872416460139	0.869840008732	0.873220317921	0.857471044153	0.878083457009	0.850097920775	0.856682417674	0.874829514247	0.882723224252	0.842727181462	0.982206610674	0.867705719147	0.849465319404	0.893567333508	0.907989369058	0.875917287217	0.865435356586	0.835907600525	0.869517331955	0.856334126827	0.84716667098	0.932957043264	0.892143199177	0.851810043551	0.883020939431	0.862060211761	0.85130348017	0.809459037479	0.881164356041	0.956466909676	0.881808289194	0.846464623744	0.860386312381	0.848994220167	0.842644620553	0.867895876226	0.857322407963	0.806209548356	0.832794424431	0.804907844958	0.773419987726	0.841506394858	0.816637128424	0.846622564941	0.77915158568	0.798545789945	0.828922561501	0.837821450707	0.815297066386	0.907951110873	0.912122115371	0.869241607659	0.821960087834	0.875068779015	0.868146146873	0.921814915631	0.925662386852	0.83884319751	0.860751141935	0.825305615776	0.824355637703	0.806397029385	0.916163579932	0.884490385934	0.936377087125	0.963393258949	0.77298904058	0.79312377028	0.925927209708	0.883056677673	0.82234152761
P3_B11	0.870292177101	0.936553876214	0.893199503835	0.888303983378	0.907635690876	0.87136712298	0.897811988951	0.935598981527	0.915986078209	0.87584322417	0.874195191333	0.918990718442	0.918228939259	0.878277724685	0.920243645282	0.887367141476	0.911397011408	0.860978644889	0.931490612397	0.922626687554	0.899326577557	0.879314154053	0.897999564192	0.812283024402	0.833888306958	0.899172222807	0.862052670425	0.905661578931	0.974125962234	0.891271913874	0.883961663783	0.89865199492	0.945895945989	0.974857338929	0.876059793089	0.8850152744	0.897649124869	0.944862195889	0.896424998323	0.925458859287	0.932697367128	0.895474304544	0.850221901212	0.873173108663	0.913379729991	0.873891721294	0.880181657801	0.8520001628	0.893664689696	0.804845358897	0.82484621508	0.894192360557	0.813366496236	0.911636428532	0.809151208709	0.895911690823	0.0	0.771173554035	0.71337208791	0.687313047248	0.789380700393	0.800182128698	0.807972533454	0.79599647433	0.901738890005	0.832892356318	0.833655619049	0.86718191495	0.845143746087	0.796630444146	0.897218336039	0.795598145712	0.805492750287	0.819211887808	0.794873448814	0.836419603418	0.881534560931	0.806726892774	0.829178680875	0.896187762885	0.847489600997	0.788646684584	0.944818209551	0.949320497388	0.859780828126	0.895996176602	0.840731596248	0.949607763601	0.890442946851	0.905021687659	0.959277498934	0.960733039211	0.843958976864	0.859413100672	0.832846020392	0.898899173833	0.895198763363	0.912280412957	0.932021270209	0.857452603098	0.890598044741	0.934688788124	0.901449580718	0.888145116276	0.901905764741	0.899716684456	0.922139437078	0.902499078994	0.861456185823	0.869473350704	0.868806955997	0.900853503807	0.911580493509	0.911478793637	0.879912725828	0.94320218945	0.927808115281	0.858983549984	0.813361198196	0.883773966679	0.85983732177	0.899857861983	0.910240767568	0.881940905545	0.908174765029	0.977869106437	0.95957494619	0.927220238158	0.959151921456	0.898413584905	0.926492359513	0.925251593286	0.839623272836	0.827423194762	0.94902783229	0.936579438083	0.872610016617	0.840181002797	0.878759359449	0.971765576136	0.943461156563	0.843717462532	0.927668311382	0.912848615309	0.916045946033	0.93121941276	0.915498175616	0.943305942962	0.901281553959	0.94347975851	0.955209952272	0.935963644418	0.938701715322	0.972849526272	0.807063123377	0.903704945454	0.929193477762	0.941458002962	0.867095918359	0.852462013753	0.851978476141	0.939664051996	0.96698283471	0.95179095597	0.872418406386	0.856156570885	0.917977225953	0.874723559256	0.865946376491	0.870114677445	0.907003276009	0.903011415561	0.831878561178	0.828665465094	0.894637470271
P3_B2	0.825974492837	0.918575397786	0.885812373096	0.829603376149	0.888188870516	0.874553523553	0.886278197787	0.901619156339	0.875342032576	0.835650922787	0.834838242565	0.8894226372	0.880052203184	0.826484350831	0.881646090908	0.865391305671	0.870312143002	0.836359513789	0.895040647152	0.889117630176	0.857473995461	0.830897800787	0.851829321612	0.823725117627	0.817912695082	0.885034098307	0.831044566342	0.876904216298	0.965490464576	0.843051822986	0.862451293827	0.865581224961	0.919069042556	0.963117871479	0.835507757742	0.841602639744	0.874418789898	0.93028897177	0.879010304321	0.880773125	0.909342396695	0.857185817353	0.832462143332	0.797131193861	0.840542768548	0.810102015896	0.806140216985	0.785938531105	0.846834644899	0.857282161461	0.850285016267	0.86875057808	0.788716104313	0.846106686276	0.761130071854	0.845190816258	0.771173554035	0.0	0.640388411029	0.603916402619	0.802441437313	0.58231394073	0.588085022163	0.564902603547	0.867765540632	0.787610549273	0.905570810818	0.851173318434	0.854652766193	0.824003167729	0.84057573042	0.781463374532	0.852484547655	0.830043876917	0.769909880214	0.839197718823	0.817471806957	0.806880139261	0.865797419657	0.840576262989	0.843056778195	0.772744309706	0.897323544999	0.919571634266	0.838547768078	0.871395757317	0.891408694806	0.938618384701	0.857792092833	0.860633659466	0.939999369404	0.942326186129	0.828499818743	0.835244336049	0.807941523013	0.852208188257	0.861476144208	0.873429257662	0.893637320469	0.814615422834	0.83384702199	0.891222596824	0.867063286034	0.845003540386	0.850706773459	0.865962465822	0.895524310787	0.853364495545	0.826024317094	0.802376369729	0.83138906084	0.869491484757	0.897959448701	0.875037672702	0.924334377877	0.922783575721	0.916529643709	0.833414311536	0.793435601203	0.856779751735	0.805091026819	0.869922337027	0.892800266373	0.833156534111	0.877846675843	0.966446898172	0.938997862304	0.904972873396	0.943327899358	0.845226921148	0.90624884976	0.907353433745	0.854398894036	0.876955091953	0.9433209524	0.92446765321	0.83309473815	0.802780580273	0.841039537347	0.960387300963	0.928913949156	0.822313712938	0.897603209842	0.878487889647	0.868029937559	0.889561752964	0.869639254693	0.905571196917	0.865626411981	0.898088009882	0.9272936287	0.907989635316	0.899567473275	0.963266333005	0.818947607521	0.863548362695	0.903311859522	0.935166871304	0.826897315803	0.839998285959	0.818077288956	0.909245883627	0.951404020257	0.932347303132	0.843989307857	0.847526126429	0.909728471055	0.851709444531	0.85767352649	0.886362314779	0.888934302375	0.861203822262	0.847426258875	0.82366495911	0.870026314317
P3_B3	0.820868027455	0.93079453566	0.880960470731	0.852100998563	0.890429246261	0.860979114883	0.891796261747	0.911053565598	0.872903548304	0.849781826311	0.852069599127	0.888954929037	0.888893925096	0.831603630318	0.875435218024	0.857995473802	0.86372066887	0.796309496817	0.901399725231	0.884636839276	0.86011430081	0.822758365535	0.866588285437	0.810531568402	0.813002068663	0.888425478617	0.838101931744	0.875416756434	0.970835810487	0.852543517003	0.845361498336	0.855142811454	0.92029799721	0.968589042632	0.824774840903	0.86217874194	0.883062008804	0.932325312586	0.869026655153	0.883595100855	0.905671874368	0.833963532666	0.824064590691	0.813142558391	0.882480407366	0.840191007588	0.836855014733	0.766873602427	0.861312319758	0.851789513735	0.811378671571	0.861717701326	0.767033508427	0.883780670191	0.742441528819	0.869209978805	0.71337208791	0.640388411029	0.0	0.635632267946	0.747865496665	0.699559660656	0.753803897498	0.661080918502	0.87939925188	0.740465077016	0.867324292357	0.873946275752	0.835409023569	0.800804699963	0.880408976557	0.774681231427	0.852383729747	0.763300637393	0.701881919477	0.782115888446	0.839548446414	0.805187620658	0.871345140142	0.84606938534	0.820729091773	0.753353409736	0.898757309866	0.911251999815	0.787320791948	0.859493917995	0.858465171604	0.938565971163	0.866438562132	0.885931193374	0.943802055002	0.947555685029	0.818003189208	0.832658591643	0.787649282897	0.861227429347	0.858693333879	0.890789359557	0.906304202407	0.782030674036	0.818086906067	0.90608450111	0.864519791519	0.828738295638	0.859893387963	0.855876658806	0.896147207147	0.836881039122	0.795822904707	0.807668057588	0.804815148524	0.870624140448	0.880612458972	0.871657691304	0.900804686819	0.933166689699	0.91197894003	0.775376366848	0.736095515456	0.832432675979	0.805840148155	0.874977681692	0.890408259672	0.821930193647	0.869872224438	0.967921829684	0.942845962099	0.896012740489	0.945948644931	0.856054140103	0.907573503147	0.914123893938	0.842991676527	0.883442750866	0.947313466723	0.927507990331	0.83827802427	0.848022363746	0.869839140348	0.962307063518	0.923018238726	0.826542659527	0.88883031355	0.869639269731	0.871095895797	0.894642570552	0.871099546893	0.908305723262	0.857328480131	0.908911245961	0.933225705279	0.906306460101	0.906755194221	0.966437088835	0.794004237957	0.854532928793	0.9142215851	0.933785299346	0.813971011483	0.810405354501	0.811903085125	0.906104191026	0.957463364985	0.932211206814	0.844065142024	0.854476163929	0.914046591346	0.842129177931	0.841696272565	0.855055157742	0.877636036526	0.860954421375	0.830277314987	0.80082029852	0.872492964999
P3_B4	0.854397493604	0.926506876032	0.89560123503	0.871962659574	0.903756722455	0.883131054544	0.90181674895	0.929375582893	0.908363505933	0.868384963877	0.854671727776	0.918553837449	0.916814349394	0.871211836613	0.910970638839	0.887537984387	0.897288630314	0.850629842763	0.926919663972	0.920634776554	0.890517398514	0.873064978161	0.86769334402	0.827095683263	0.838176585949	0.897863080971	0.848225137589	0.887146801829	0.973388241575	0.866385397771	0.8778000322	0.897397263759	0.939657635177	0.973772431854	0.852674575219	0.860165002955	0.895457726544	0.945560143135	0.892325612451	0.909081731238	0.931911933617	0.863472456763	0.855544817077	0.833297443122	0.876722207887	0.853881605875	0.852371499403	0.803398451359	0.867484677775	0.820632510946	0.830607932599	0.90255902564	0.818170235198	0.882713027955	0.791133828679	0.886632052751	0.687313047248	0.603916402619	0.635632267946	0.0	0.757348626704	0.707187379889	0.711887880208	0.674723109152	0.899286498528	0.772591851345	0.848706617456	0.880245088815	0.838199208077	0.762556746158	0.878394195404	0.771418763492	0.835973895065	0.771567439415	0.776658156869	0.826975572075	0.866039320129	0.792262206224	0.827389927748	0.872709531862	0.833846126468	0.77898651404	0.922736603568	0.941873208226	0.854561922709	0.893061075567	0.841466946032	0.948789908182	0.882187917165	0.893670807555	0.953809576935	0.954759441251	0.840384246916	0.83373659926	0.817059661149	0.883339766487	0.890687947585	0.902130680251	0.92191321068	0.844872808439	0.854907857544	0.920742481244	0.887673325212	0.864950433856	0.876752537471	0.889688871317	0.91803748084	0.877072765232	0.850636870835	0.836417717323	0.857162464572	0.898020993045	0.894678255384	0.899461778254	0.874199681969	0.942724681269	0.928049606724	0.843592865154	0.791181630652	0.876487870264	0.829119462646	0.897820844275	0.91133025589	0.851489762621	0.901631682847	0.976485955671	0.957009496179	0.926579670763	0.957960347745	0.87135279023	0.925684215835	0.924656059715	0.847439542939	0.853684373481	0.952987173316	0.936876373966	0.856903826328	0.824339785725	0.87604315086	0.972592658131	0.946498599776	0.846244756417	0.919873655192	0.905614442293	0.901170625712	0.924481335273	0.904094816654	0.938179184918	0.897705933948	0.934835473207	0.950623784085	0.932826048232	0.934587545306	0.972640554413	0.798348021999	0.890596868188	0.919970495516	0.94684319211	0.846906088371	0.804423519843	0.808629703383	0.93056677698	0.967961846866	0.951323133099	0.854949164115	0.86379347133	0.91547702097	0.859912654529	0.843216416589	0.852376372823	0.908821381312	0.89467620651	0.830171951446	0.800305354728	0.890172814264
